workerid,condition,item,response,rt,stimulus,trial_index
89,moral,justin-principles,6,3332,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
89,moral,justin-deep,6,4998,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
89,moral,justin-standards,6,4421,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
89,moral,justin-calm,7,5437,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
89,moral,justin-upset,1,4158,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
89,moral,nate-conflicted,2,5579,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
89,moral,nate-reservations,5,3035,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
89,moral,nate-certain,6,4115,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
89,moral,nate-far,6,3057,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
89,moral,nate-principles,4,5322,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
89,moral,nate-deep,3,4364,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
89,moral,nate-standards,3,4204,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
89,moral,nate-calm,3,4326,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
89,moral,nate-upset,3,11090,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
89,moral,manipulation_check_justin,7,4090,<p>How quickly did Justin make his decision?</p><br>,23
89,moral,manipulation_check_nate,1,1826,<p>How quickly did Nate make his decision?</p><br>,24
105,moral,vignette,0,22486,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",2
105,moral,manipulation_check_justin,7,3638,<p>How quickly did Justin make his decision?</p><br>,3
105,moral,manipulation_check_nate,1,3263,<p>How quickly did Nate make his decision?</p><br>,4
105,moral,justin-conflicted,7,5237,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
105,moral,justin-reservations,1,3623,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
105,moral,justin-certain,1,2510,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
105,moral,justin-far,2,5050,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
105,moral,justin-principles,6,4697,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
105,moral,justin-deep,6,6725,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
105,moral,justin-standards,5,4296,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
105,moral,justin-calm,5,4249,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
105,moral,justin-upset,3,4631,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
105,moral,nate-conflicted,1,4435,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
105,moral,nate-reservations,6,2802,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
105,moral,nate-certain,5,2703,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
105,moral,nate-far,5,5188,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
105,moral,nate-principles,5,3658,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
105,moral,nate-deep,6,3318,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
105,moral,nate-standards,6,2717,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
105,moral,nate-calm,5,6773,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
105,moral,nate-upset,2,5987,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
105,moral,manipulation_check_justin,7,3330,<p>How quickly did Justin make his decision?</p><br>,23
105,moral,manipulation_check_nate,1,1976,<p>How quickly did Nate make his decision?</p><br>,24
82,immoral,vignette,0,30445,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>  <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",2
82,immoral,manipulation_check_justin,7,3993,<p>How quickly did Justin make his decision?</p><br>,3
82,immoral,manipulation_check_nate,1,2226,<p>How quickly did Nate make his decision?</p><br>,4
82,immoral,justin-conflicted,5,11318,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
82,immoral,justin-reservations,3,11697,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
82,immoral,justin-certain,2,4299,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
82,immoral,justin-far,2,5022,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
82,immoral,justin-principles,2,6938,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
82,immoral,justin-deep,7,5940,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
82,immoral,justin-standards,2,4598,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
82,immoral,justin-calm,6,8031,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
82,immoral,justin-upset,4,7100,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
82,immoral,nate-conflicted,2,5684,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
82,immoral,nate-reservations,6,3113,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
82,immoral,nate-certain,6,5991,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
82,immoral,nate-far,3,9920,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
82,immoral,nate-principles,2,4026,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
82,immoral,nate-deep,7,3633,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
82,immoral,nate-standards,2,2679,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
82,immoral,nate-calm,2,4459,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
82,immoral,nate-upset,1,5009,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
82,immoral,manipulation_check_justin,7,3267,<p>How quickly did Justin make his decision?</p><br>,23
82,immoral,manipulation_check_nate,1,1883,<p>How quickly did Nate make his decision?</p><br>,24
135,moral,vignette,0,130674,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",2
135,moral,manipulation_check_justin,7,13655,<p>How quickly did Justin make his decision?</p><br>,3
135,moral,manipulation_check_nate,2,10239,<p>How quickly did Nate make his decision?</p><br>,4
135,moral,justin-conflicted,7,12921,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
135,moral,justin-reservations,1,11521,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
135,moral,justin-certain,1,33271,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
135,moral,justin-far,1,39986,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
135,moral,justin-principles,7,13583,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
135,moral,justin-deep,7,25465,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
135,moral,justin-standards,7,12272,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
135,moral,justin-calm,5,17188,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
135,moral,justin-upset,1,35046,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
135,moral,nate-conflicted,1,25533,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
135,moral,nate-reservations,6,15038,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
135,moral,nate-certain,5,11804,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
135,moral,nate-far,2,29152,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
135,moral,nate-principles,3,18293,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
135,moral,nate-deep,6,13480,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
135,moral,nate-standards,5,15427,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
135,moral,nate-calm,3,8218,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
135,moral,nate-upset,5,13728,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
135,moral,manipulation_check_justin,7,7598,<p>How quickly did Justin make his decision?</p><br>,23
135,moral,manipulation_check_nate,1,7597,<p>How quickly did Nate make his decision?</p><br>,24
76,immoral,vignette,0,28034,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>  <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",2
76,immoral,manipulation_check_justin,7,4550,<p>How quickly did Justin make his decision?</p><br>,3
76,immoral,manipulation_check_nate,1,3010,<p>How quickly did Nate make his decision?</p><br>,4
76,immoral,justin-conflicted,6,5342,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
76,immoral,justin-reservations,2,4636,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
76,immoral,justin-certain,1,2745,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
76,immoral,justin-far,3,5027,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
76,immoral,justin-principles,3,2886,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
76,immoral,justin-deep,3,4475,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
76,immoral,justin-standards,3,3661,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
76,immoral,justin-calm,5,8924,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
76,immoral,justin-upset,3,5684,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
76,immoral,nate-conflicted,1,7985,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
76,immoral,nate-reservations,5,2942,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
76,immoral,nate-certain,6,2514,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
76,immoral,nate-far,6,3274,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
76,immoral,nate-principles,5,3513,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
76,immoral,nate-deep,6,4074,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
76,immoral,nate-standards,5,3386,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
76,immoral,nate-calm,1,3012,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
76,immoral,nate-upset,2,4590,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
76,immoral,manipulation_check_justin,7,3229,<p>How quickly did Justin make his decision?</p><br>,23
76,immoral,manipulation_check_nate,1,9933,<p>How quickly did Nate make his decision?</p><br>,24
140,moral,vignette,0,50829,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",2
140,moral,manipulation_check_justin,6,14564,<p>How quickly did Justin make his decision?</p><br>,3
140,moral,manipulation_check_nate,1,8494,<p>How quickly did Nate make his decision?</p><br>,4
140,moral,justin-conflicted,6,8882,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
140,moral,justin-reservations,3,7123,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
140,moral,justin-certain,4,5009,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
140,moral,justin-far,5,5620,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
140,moral,justin-principles,6,3876,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
140,moral,justin-deep,6,8591,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
140,moral,justin-standards,6,6138,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
140,moral,justin-calm,3,4590,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
140,moral,justin-upset,3,10563,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
140,moral,nate-conflicted,1,7790,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
140,moral,nate-reservations,6,2936,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
140,moral,nate-certain,6,2528,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
140,moral,nate-far,7,6399,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
140,moral,nate-principles,5,3657,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
140,moral,nate-deep,6,4678,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
140,moral,nate-standards,5,2550,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
140,moral,nate-calm,3,4387,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
140,moral,nate-upset,4,1874,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
140,moral,manipulation_check_justin,6,6195,<p>How quickly did Justin make his decision?</p><br>,23
140,moral,manipulation_check_nate,1,4840,<p>How quickly did Nate make his decision?</p><br>,24
60,immoral,vignette,0,58540,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>  <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",2
60,immoral,manipulation_check_justin,7,5513,<p>How quickly did Justin make his decision?</p><br>,3
60,immoral,manipulation_check_nate,2,3978,<p>How quickly did Nate make his decision?</p><br>,4
60,immoral,justin-conflicted,6,12291,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
60,immoral,justin-reservations,1,7917,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
60,immoral,justin-certain,1,6476,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
60,immoral,justin-far,7,8219,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
60,immoral,justin-principles,1,5316,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
60,immoral,justin-deep,5,10916,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
60,immoral,justin-standards,1,7171,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
60,immoral,justin-calm,3,11779,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
60,immoral,justin-upset,3,10859,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
60,immoral,nate-conflicted,1,9108,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
60,immoral,nate-reservations,7,8596,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
60,immoral,nate-certain,5,5203,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
60,immoral,nate-far,6,8517,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
60,immoral,nate-principles,5,5133,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
60,immoral,nate-deep,3,7610,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
60,immoral,nate-standards,3,5412,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
60,immoral,nate-calm,2,9275,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
60,immoral,nate-upset,3,8740,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
60,immoral,manipulation_check_justin,7,7701,<p>How quickly did Justin make his decision?</p><br>,23
60,immoral,manipulation_check_nate,1,7731,<p>How quickly did Nate make his decision?</p><br>,24
154,immoral,vignette,0,21587,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>  <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",2
154,immoral,manipulation_check_justin,7,37720,<p>How quickly did Justin make his decision?</p><br>,3
154,immoral,manipulation_check_nate,2,3378,<p>How quickly did Nate make his decision?</p><br>,4
154,immoral,justin-conflicted,7,4708,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
154,immoral,justin-reservations,1,3975,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
154,immoral,justin-certain,2,3458,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
154,immoral,justin-far,2,4814,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
154,immoral,justin-principles,3,3399,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
154,immoral,justin-deep,5,4112,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
154,immoral,justin-standards,3,2647,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
154,immoral,justin-calm,5,4668,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
154,immoral,justin-upset,2,4239,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
